regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	combined_confidences	prior
BSU03620	BSU03651	2.0	2.0	0.97819725084625853	0.99992246471899349	1
BSU15320	BSU31730	2.0	2.0	0.97480977905767396	0.99991657596347405	1
BSU15320	BSU16720	2.0	2.0	0.97473064758711003	0.99991461304496754	0
BSU24250	BSU11220	-2.0	2.0	0.97770271773932449	0.99991363158571422	-1
BSU15330	BSU05530	2.0	2.0	0.97457029172735854	0.99990774283019479	1
BSU12560	BSU12649	2.0	2.0	0.9742939415663201	0.99990676137094159	0
BSU25760	BSU37910	2.0	2.0	0.9741461629799425	0.99990676137094159	1
BSU15320	BSU23480	2.0	2.0	0.97392820734154295	0.99990676137094159	0
BSU25760	BSU37900	2.0	2.0	0.97375330434099538	0.99990577991168827	1
BSU39990	BSU39980	-2.0	2.0	0.97557787095247495	0.99990381699318176	-1
BSU24250	BSU11210	-2.0	2.0	0.97668775087126947	0.99990087261542204	-1
BSU12560	BSU12610	2.0	2.0	0.9749265293496685	0.99989989115616884	1
BSU12560	BSU12620	2.0	2.0	0.97435079254120049	0.99989694677840912	1
BSU15330	BSU13930	2.0	2.0	0.97321091834284101	0.99989694677840912	1
BSU27080	BSU27040	2.0	2.0	0.97337925638815448	0.99989596531915581	1
BSU15320	BSU19740	2.0	2.0	0.97373239662229349	0.99989498385990261	1
BSU15330	BSU23410	2.0	2.0	0.97335639883629255	0.99989302094139609	1
BSU03620	BSU03630	2.0	2.0	0.97493030292218341	0.99989007656363638	1
BSU15330	BSU23420	2.0	2.0	0.97253561713832704	0.99988909510438306	1
BSU15330	BSU34510	2.0	2.0	0.97242106251127247	0.99988713218587666	1
BSU12560	BSU12640	2.0	2.0	0.97254407658715403	0.99988615072662335	1
BSU15320	BSU19330	2.0	2.0	0.97369950828452401	0.99988615072662335	1
BSU25760	BSU16740	2.0	2.0	0.97261400312167345	0.99988516926737014	1
BSU27080	BSU27050	2.0	2.0	0.97283045910233656	0.99988320634886363	1
BSU15330	BSU23440	2.0	2.0	0.97196299421690802	0.99988222488961032	1
BSU37310	BSU37270	2.0	2.0	0.97298474141362101	0.99988026197110391	1
BSU15320	BSU17320	2.0	2.0	0.97170996943658849	0.99987731759334408	0
BSU15320	BSU09400	2.0	2.0	0.97200100025320701	0.99987731759334408	1
BSU22440	BSU30180	-2.0	2.0	0.97333204393091355	0.99987535467483768	-1
BSU15330	BSU26970	2.0	2.0	0.97106004837968918	0.99987241029707785	1
BSU12560	BSU12660	2.0	2.0	0.97135393585365404	0.99986946591931813	1
BSU15320	BSU25520	2.0	2.0	0.97085015807417407	0.99986946591931813	0
BSU13480	BSU13490	-2.0	2.0	0.972030923652073	0.99986750300081162	-1
BSU15330	BSU03920	2.0	2.0	0.97133068699652658	0.99986554008230522	1
BSU24520	BSU30770	-2.0	2.0	0.97217231100505697	0.99986161424529219	-1
BSU15330	BSU23402	2.0	2.0	0.97076338838431553	0.99986063278603898	0
BSU15320	BSU18260	2.0	2.0	0.97021149939364459	0.99985179965275972	1
BSU03960	BSU03950	-2.0	2.0	0.97173961953879862	0.99985081819350652	-1
BSU37310	BSU37260	2.0	2.0	0.97072208915645897	0.99984983673425321	1
BSU07390	BSU07400	-2.0	2.0	0.97139716825728328	0.999848855275	-1
BSU27080	BSU27060	2.0	2.0	0.97036576711892752	0.99984787381574669	1
BSU15330	BSU23430	2.0	2.0	0.96964491898765348	0.99984787381574669	1
BSU24020	BSU24010	2.0	2.0	0.97078572539972108	0.99984394797873377	1
BSU15330	BSU34470	2.0	2.0	0.96919385451921147	0.99984394797873377	0
BSU12560	BSU12619	2.0	2.0	0.96960430536484099	0.99983904068246754	0
BSU15320	BSU19720	2.0	2.0	0.96889123282192502	0.99983707776396102	1
BSU15330	BSU26980	2.0	2.0	0.96829061753276646	0.99983511484545451	1
BSU05420	BSU05430	2.0	2.0	0.96873599776485853	0.99983413338620131	1
BSU33680	BSU08240	-2.0	2.0	0.96914279794177549	0.99983413338620131	-1
BSU15330	BSU26950	2.0	2.0	0.96825543177249451	0.99983217046769479	1
BSU25760	BSU37890	2.0	2.0	0.96842650722253643	0.99982628171217525	1
BSU15320	BSU19730	2.0	2.0	0.96867250877623001	0.99982235587516233	1
BSU27890	BSU27850	-2.0	2.0	0.968421047568504	0.99982235587516233	-1
BSU15330	BSU13290	2.0	2.0	0.96808921311511353	0.99982039295665581	0
BSU25760	BSU30920	2.0	2.0	0.96718702000696499	0.99982039295665581	1
BSU08100	BSU08070	2.0	2.0	0.96824227794539797	0.99981941149740261	1
BSU15320	BSU19700	2.0	2.0	0.96786657758332595	0.99981450420113638	1
BSU15320	BSU19710	2.0	2.0	0.96806604882842762	0.99981352274188307	1
BSU15330	BSU22930	2.0	2.0	0.96671468481017642	0.99981155982337655	1
BSU25760	BSU37870	2.0	2.0	0.96692252061397599	0.99980861544561683	1
BSU19540	BSU08240	-2.0	2.0	0.96654466012470697	0.99980665252711032	-1
BSU15320	BSU19690	2.0	2.0	0.96734544874025707	0.99980665252711032	1
BSU25760	BSU37860	2.0	2.0	0.96651348859312503	0.99980567106785712	1
BSU15320	BSU25600	2.0	2.0	0.96645867467929403	0.99980468960860391	0
BSU24250	BSU11200	-2.0	2.0	0.96799387453960306	0.99980468960860391	-1
BSU31070	BSU33720	-2.0	2.0	0.96630892151805103	0.9998037081493506	-1
BSU15320	BSU10400	2.0	2.0	0.96679946524237548	0.99979978231233768	1
BSU15330	BSU08550	2.0	2.0	0.96559776682801346	0.99979487501607145	1
BSU30400	BSU30370	2.0	2.0	0.9661174879053549	0.99979487501607145	1
BSU15330	BSU06559	2.0	2.0	0.96559878127391752	0.99979193063831162	0
BSU15320	BSU25530	2.0	2.0	0.96497726778253545	0.9997880048012987	1
BSU15320	BSU32280	2.0	2.0	0.96524600657337001	0.9997880048012987	0
BSU15330	BSU17980	2.0	2.0	0.96486120639954898	0.99978506042353887	1
BSU04730	BSU24010	2.0	2.0	0.96500207393887849	0.99978113458652595	1
BSU25760	BSU37850	2.0	2.0	0.96400891941656053	0.99977720874951292	1
BSU38700	BSU38660	2.0	2.0	0.96368942117992795	0.99977328291250001	1
BSU15330	BSU32720	2.0	2.0	0.96434597292451396	0.99977131999399349	0
BSU15330	BSU26960	2.0	2.0	0.9638251723097695	0.99976739415698046	1
BSU39660	BSU39620	2.0	2.0	0.9638877447579155	0.99976641269772726	1
BSU37310	BSU37280	2.0	2.0	0.96390310394963896	0.99976641269772726	1
BSU15330	BSU30840	2.0	2.0	0.96277762839354608	0.99976444977922074	1
BSU08100	BSU08080	2.0	2.0	0.96363647749754444	0.99976248686071423	1
BSU25760	BSU37880	2.0	2.0	0.9633626338230965	0.99976150540146103	1
BSU19540	BSU08230	-2.0	2.0	0.96386330721806646	0.99976052394220771	-1
BSU30400	BSU30380	2.0	2.0	0.96338071677192305	0.99976052394220771	1
BSU15330	BSU22290	2.0	2.0	0.96288615040605507	0.99975856102370131	1
BSU15330	BSU26990	2.0	2.0	0.9627452432839525	0.999757579564448	1
BSU15320	BSU28210	2.0	2.0	0.96257641799613713	0.99975463518668828	0
BSU38700	BSU38670	2.0	2.0	0.96201577949116102	0.99975169080892856	1
BSU15320	BSU28100	2.0	2.0	0.96241161721785895	0.99974874643116884	1
BSU15320	BSU19660	2.0	2.0	0.96257542018974296	0.99974580205340902	0
BSU15330	BSU39590	2.0	2.0	0.96192553305195738	0.9997438391349025	1
BSU24250	BSU11250	-2.0	2.0	0.96161100183800796	0.99973991329788958	-1
BSU38700	BSU38680	2.0	2.0	0.961306359228845	0.99973795037938307	1
BSU15320	BSU17720	2.0	2.0	0.961409181772926	0.99973402454237004	0
BSU15330	BSU23401	2.0	2.0	0.96129870721581101	0.99973206162386363	0
BSU15320	BSU19110	2.0	2.0	0.9610845616215784	0.99973009870535712	0
BSU15330	BSU19639	2.0	2.0	0.96076972577472453	0.9997291172461038	0
BSU34720	BSU34700	2.0	2.0	0.9604330810637256	0.9997271543275974	1
BSU05330	BSU05340	-2.0	2.0	0.96037881149590398	0.99972224703133117	-1
BSU15320	BSU19320	2.0	2.0	0.95999963325932203	0.99972126557207786	1
BSU15330	BSU17990	2.0	2.0	0.96002867998337948	0.99972028411282465	1
BSU15330	BSU08640	2.0	2.0	0.95970852469566348	0.99972028411282465	0
BSU15320	BSU19689	2.0	2.0	0.95991461843502357	0.99971930265357134	1
BSU15320	BSU17640	2.0	2.0	0.9606398100635809	0.99971733973506494	1
BSU38700	BSU38690	2.0	2.0	0.95983622348020559	0.99971635827581162	1
BSU37310	BSU37320	2.0	2.0	0.95871953513270958	0.99970654368327916	1
BSU25760	BSU25150	2.0	2.0	0.95921479281249655	0.99970458076477264	1
BSU07010	BSU07080	2.0	2.0	0.95851197699244439	0.99969672909074669	1
BSU15320	BSU29510	2.0	2.0	0.95824402435301848	0.99969672909074669	0
BSU07010	BSU07060	2.0	2.0	0.95838786506922347	0.99969574763149349	1
BSU12560	BSU12671	2.0	2.0	0.95786209219395912	0.99969378471298698	0
BSU27520	BSU29350	-2.0	2.0	0.9589138189577785	0.99969280325373366	-1
BSU33680	BSU08230	-2.0	2.0	0.95753887552413652	0.99969280325373366	-1
BSU27520	BSU29340	-2.0	2.0	0.95871144552611443	0.99969182179448046	-1
BSU07010	BSU07030	2.0	2.0	0.9575538909049125	0.99968789595746743	1
BSU07010	BSU07070	2.0	2.0	0.95823036478072798	0.99968691449821423	1
BSU15320	BSU27440	2.0	2.0	0.95731693481164959	0.99968691449821423	1
BSU15320	BSU08920	2.0	2.0	0.95803469983380207	0.99968691449821423	0
BSU15320	BSU27430	2.0	2.0	0.95721604971375962	0.99968593303896103	1
BSU33950	BSU33900	-2.0	2.0	0.95710304724976303	0.99968004428344148	-1
BSU15330	BSU18710	2.0	2.0	0.95731119346793958	0.99967906282418828	0
BSU22440	BSU32030	-2.0	2.0	0.9567520291753715	0.99967808136493497	0
BSU27890	BSU27880	-2.0	2.0	0.95650520730583843	0.99967808136493497	-1
BSU12560	BSU12710	2.0	2.0	0.95660807884241306	0.99967513698717525	0
BSU37310	BSU37250	2.0	2.0	0.95659527382967791	0.99967415552792205	1
BSU34720	BSU34690	2.0	2.0	0.95618469744257162	0.99967219260941553	1
BSU15320	BSU11730	2.0	2.0	0.95615608124280049	0.99967121115016233	1
BSU12560	BSU12700	2.0	2.0	0.95606085762765902	0.99966924823165582	0
BSU07010	BSU07050	2.0	2.0	0.95615588489628056	0.99966924823165582	1
BSU15320	BSU08970	2.0	2.0	0.95603811554994955	0.9996672853131493	1
BSU27080	BSU27070	2.0	2.0	0.95600649991760589	0.9996672853131493	1
BSU15320	BSU14830	2.0	2.0	0.9556835556628116	0.99966434093538958	0
BSU15320	BSU06910	2.0	2.0	0.9554685400246915	0.99966335947613627	1
BSU15330	BSU28660	2.0	2.0	0.95645437257729315	0.99966139655762987	1
BSU03470	BSU03460	2.0	2.0	0.956169752251806	0.99965845217987004	1
BSU15330	BSU13470	2.0	2.0	0.95517276476868784	0.99965845217987004	1
BSU27520	BSU29330	-2.0	2.0	0.95662844664194746	0.99965845217987004	-1
BSU07820	BSU07810	-2.0	2.0	0.95540930927723511	0.99965648926136363	-1
BSU32560	BSU32590	-2.0	2.0	0.95560477335587701	0.99965550780211032	-1
BSU25760	BSU07300	2.0	2.0	0.95481268885937043	0.99965354488360381	1
BSU12560	BSU12690	2.0	2.0	0.95446471456486004	0.99965060050584409	0
BSU15320	BSU08980	2.0	2.0	0.95384199733369601	0.99963882299480511	1
BSU32560	BSU32600	-2.0	2.0	0.95404471333700658	0.99963686007629859	-1
BSU29400	BSU29350	2.0	2.0	0.95463973089166143	0.99963489715779219	1
BSU29400	BSU29330	2.0	2.0	0.95478418066061099	0.99963391569853888	1
BSU15330	BSU22920	2.0	2.0	0.9536581858847204	0.99962998986152596	1
BSU08100	BSU08090	2.0	2.0	0.95349174211017063	0.99962998986152596	1
BSU18460	BSU18440	2.0	2.0	0.95387642761697	0.99962311964675321	1
BSU15330	BSU17830	2.0	2.0	0.95228087575562759	0.99962017526899349	0
BSU12560	BSU12780	2.0	2.0	0.95216119278287348	0.99961919380974018	0
BSU07010	BSU07020	2.0	2.0	0.95222935161215694	0.99961821235048698	1
BSU25760	BSU30870	2.0	2.0	0.95243299522408453	0.99961624943198046	1
BSU29400	BSU29340	2.0	2.0	0.95354729764690749	0.99961428651347395	1
BSU25760	BSU30860	2.0	2.0	0.95200975138011601	0.99961232359496743	1
BSU15330	BSU18720	2.0	2.0	0.95159079217554399	0.99960937921720772	1
BSU12560	BSU12720	2.0	2.0	0.95155237527275438	0.99960545338019469	0
BSU32870	BSU32880	-2.0	2.0	0.95135317842580103	0.99960250900243497	-1
BSU27520	BSU29360	-2.0	2.0	0.95256565851585107	0.99960250900243497	-1
BSU25760	BSU30880	2.0	2.0	0.95099340006709998	0.99960152754318177	1
BSU03470	BSU03450	2.0	2.0	0.95128733619578099	0.99959760170616874	1
BSU01540	BSU09990	-2.0	2.0	0.95132435798369996	0.99959465732840902	-1
BSU25760	BSU30910	2.0	2.0	0.94987845477229804	0.99959073149139599	1
BSU06140	BSU06150	2.0	2.0	0.95027131420862254	0.99958975003214279	1
BSU15330	BSU10980	2.0	2.0	0.94981186781594751	0.99958876857288959	1
BSU23520	BSU01610	-2.0	2.0	0.95046466668520657	0.99958386127662335	-1
BSU15320	BSU06900	2.0	2.0	0.94982640584072853	0.99958189835811684	1
BSU15320	BSU31319	2.0	2.0	0.94952398821122097	0.99958189835811684	0
BSU04160	BSU03982	2.0	2.0	0.94922932824482154	0.99958091689886353	1
BSU10560	BSU10540	2.0	2.0	0.95015074410218792	0.99958091689886353	1
BSU27520	BSU29310	-2.0	2.0	0.95000859826811634	0.99957012084707786	-1
BSU00470	BSU06450	-2.0	2.0	0.94833105443723142	0.99956913938782466	-1
BSU27520	BSU29370	-2.0	2.0	0.94929811266080699	0.99956815792857134	-1
BSU15320	BSU00160	2.0	2.0	0.9491417515463999	0.99956717646931814	1
BSU15330	BSU10970	2.0	2.0	0.94857950035485095	0.99956717646931814	1
BSU25760	BSU30890	2.0	2.0	0.94861547692170001	0.99956619501006483	1
BSU03620	BSU03652	2.0	2.0	0.94897092749426304	0.99956423209155842	0
BSU12560	BSU12590	2.0	2.0	0.94812242508088151	0.99956325063230511	1
BSU15320	BSU10390	2.0	2.0	0.9469328155027974	0.99955638041753236	0
BSU26580	BSU26590	2.0	2.0	0.94644375485707388	0.99955539895827916	1
BSU15320	BSU24510	2.0	2.0	0.94811952187687898	0.99955343603977265	0
BSU25760	BSU30900	2.0	2.0	0.94754835246285296	0.99955343603977265	1
BSU00470	BSU06440	-2.0	2.0	0.94632959918791704	0.9995465658249999	-1
BSU38700	BSU38650	2.0	2.0	0.94615017819365055	0.99954362144724018	1
BSU15330	BSU24230	2.0	2.0	0.9469339021868719	0.99954067706948047	1
BSU15330	BSU09360	2.0	2.0	0.94665961873098503	0.99953969561022715	0
BSU29400	BSU29360	2.0	2.0	0.94740356646787705	0.99953969561022715	1
BSU26580	BSU26600	2.0	2.0	0.94645178256368812	0.99953675123246744	1
BSU25760	BSU10910	2.0	2.0	0.94635335872932402	0.99953576977321423	1
BSU15330	BSU29910	2.0	2.0	0.94510232563384144	0.99953478831396092	0
BSU23590	BSU23570	-2.0	2.0	0.94620002716541407	0.99953282539545452	-1
BSU15330	BSU23390	2.0	2.0	0.94484334838497996	0.99952988101769469	1
BSU25100	BSU03359	-2.0	2.0	0.94587933547374048	0.99952889955844149	0
BSU27520	BSU29320	-2.0	2.0	0.94610262750451501	0.99952791809918828	-1
BSU29400	BSU29310	2.0	2.0	0.94652613435349497	0.99952791809918828	1
BSU25760	BSU17310	2.0	2.0	0.94563392917588462	0.99952497372142846	1
BSU04730	BSU07850	2.0	2.0	0.94592834394978098	0.99952399226217525	1
BSU31070	BSU33710	-2.0	2.0	0.94629397592520248	0.99952399226217525	-1
BSU15320	BSU29500	2.0	2.0	0.94384393025637059	0.99952104788441554	0
BSU15320	BSU40950	2.0	2.0	0.94560775652784457	0.99952104788441554	0
BSU36600	BSU24010	2.0	2.0	0.94556079396051196	0.99952006642516222	1
BSU25760	BSU19600	2.0	2.0	0.94494639200070152	0.99951908496590902	1
BSU23520	BSU01620	-2.0	2.0	0.9456029292504885	0.99951810350665582	-1
BSU23590	BSU23580	-2.0	2.0	0.94518338134463242	0.99951712204740251	-1
BSU02680	BSU39980	-2.0	2.0	0.94571322201221153	0.99951712204740251	-1
BSU15320	BSU27980	2.0	2.0	0.94487101320570499	0.99951319621038948	1
BSU06140	BSU06160	2.0	2.0	0.94496333734863147	0.99951319621038948	1
BSU15330	BSU22169	2.0	2.0	0.9442805782163326	0.99951319621038948	0
BSU25100	BSU03360	-2.0	2.0	0.94537961615384403	0.99951221475113627	-1
BSU25250	BSU29020	-2.0	2.0	0.94337552532721891	0.99951123329188307	-1
BSU12560	BSU12680	2.0	2.0	0.94481223787016	0.99951123329188307	0
BSU27520	BSU29300	-2.0	2.0	0.94438100782682299	0.99950927037337656	-1
BSU07220	BSU07230	-2.0	2.0	0.94329389848600498	0.99950240015860381	-1
BSU15320	BSU09780	2.0	2.0	0.94295631772412891	0.99950043724009729	1
BSU00470	BSU06460	-2.0	2.0	0.94357831524888791	0.99949847432159078	-1
BSU31070	BSU33730	-2.0	2.0	0.94432331075224341	0.99949847432159078	-1
BSU15320	BSU27970	2.0	2.0	0.943657400148324	0.99949847432159078	1
BSU25760	BSU10920	2.0	2.0	0.94328424266000543	0.99949552994383106	1
BSU07010	BSU07040	2.0	2.0	0.94239937713786703	0.99949454848457786	1
BSU23520	BSU01600	-2.0	2.0	0.94404120460706398	0.99949258556607135	-1
BSU15330	BSU22869	2.0	2.0	0.94202763801024458	0.99949062264756483	0
BSU27890	BSU27840	-2.0	2.0	0.94316716143357449	0.99948964118831163	0
BSU15320	BSU15090	2.0	2.0	0.94242382630543164	0.99948865972905832	1
BSU15320	BSU18210	2.0	2.0	0.94205332379772899	0.99948865972905832	1
BSU31070	BSU33700	-2.0	2.0	0.94279461125921138	0.99947982659577916	-1
BSU27520	BSU29290	-2.0	2.0	0.94130793908043697	0.99947786367727265	-1
BSU16470	BSU35330	2.0	2.0	0.94189344420353094	0.99947688221801945	1
BSU12560	BSU12570	2.0	2.0	0.94109054513608692	0.99947688221801945	1
BSU12560	BSU12580	2.0	2.0	0.94114004374484295	0.99947590075876613	1
BSU18460	BSU18450	2.0	2.0	0.94190941226170755	0.99947491929951293	1
BSU15320	BSU36420	2.0	2.0	0.94155722654365603	0.99947491929951293	1
BSU29400	BSU29320	2.0	2.0	0.94132525861580041	0.99947197492175321	1
BSU16470	BSU35320	2.0	2.0	0.94082863975139097	0.99946804908474018	1
BSU29400	BSU29300	2.0	2.0	0.94084317386302718	0.99946804908474018	1
BSU27520	BSU29380	-2.0	2.0	0.9410005317485044	0.99946706762548687	-1
BSU16170	BSU12920	-2.0	2.0	0.94147925354932904	0.99946412324772715	-1
BSU15330	BSU32849	2.0	2.0	0.940327922352169	0.99946314178847395	0
BSU00470	BSU06470	-2.0	2.0	0.94084410619781145	0.99946216032922064	-1
BSU15320	BSU27460	2.0	2.0	0.94117540404453903	0.99946019741071424	1
BSU33950	BSU33920	-2.0	2.0	0.94115750555978506	0.99945921595146092	-1
BSU15320	BSU11290	2.0	2.0	0.93990066738359057	0.99945823449220772	1
BSU25760	BSU10950	2.0	2.0	0.94013777972601553	0.99945725303295441	1
BSU15330	BSU37190	2.0	2.0	0.93952127102302851	0.99945332719594149	0
BSU12560	BSU12770	2.0	2.0	0.93959908914047852	0.99945234573668817	0
BSU15330	BSU03110	2.0	2.0	0.93857555588304353	0.99945136427743497	0
BSU10420	BSU25590	2.0	2.0	0.940482982868319	0.99945136427743497	1
BSU15320	BSU18240	2.0	2.0	0.93944766162289051	0.99945038281818177	1
BSU36600	BSU26600	2.0	2.0	0.93918357334900193	0.99944841989967526	1
BSU15320	BSU09770	2.0	2.0	0.94067257152219041	0.99944743844042194	1
BSU16470	BSU07350	2.0	2.0	0.93959969541537902	0.99944449406266223	1
BSU15320	BSU19259	2.0	2.0	0.93877158790044257	0.99943958676639599	0
BSU29400	BSU29290	2.0	2.0	0.93817888824928297	0.99943664238863628	1
BSU29400	BSU29280	2.0	2.0	0.93832980738250193	0.99943566092938307	1
BSU24100	BSU24050	2.0	2.0	0.93890418882062199	0.99942682779610381	1
BSU23450	BSU07140	2.0	2.0	0.93814968458786296	0.99942584633685061	0
BSU16470	BSU35340	2.0	2.0	0.93797353223169411	0.99942388341834409	1
BSU15320	BSU32270	2.0	2.0	0.93817249355839494	0.99942290195909078	1
BSU33950	BSU33930	-2.0	2.0	0.93877185544536601	0.99942192049983758	-1
BSU25760	BSU11799	2.0	2.0	0.93615697823900246	0.99942192049983758	0
BSU32560	BSU32580	-2.0	2.0	0.93802988194102843	0.99941897612207786	-1
BSU15320	BSU27450	2.0	2.0	0.93739425064900606	0.99941701320357135	1
BSU25760	BSU06300	2.0	2.0	0.93768939681245955	0.99941505028506483	1
BSU18420	BSU14850	2.0	2.0	0.93780028725723596	0.99941406882581163	1
BSU15330	BSU09140	2.0	2.0	0.93673432324257455	0.99940523569253237	1
BSU15320	BSU18230	2.0	2.0	0.93502468812400363	0.99940523569253237	1
BSU15330	BSU18290	2.0	2.0	0.93617901873581455	0.99940425423327917	0
BSU39990	BSU39970	-2.0	2.0	0.93630968933857095	0.99940425423327917	-1
BSU12560	BSU12760	2.0	2.0	0.93618871819813354	0.99939934693701293	0
BSU15330	BSU03700	2.0	2.0	0.93523893014248705	0.99939051380373367	1
BSU25760	BSU19770	2.0	2.0	0.93537788359466201	0.99938953234448047	1
BSU38220	BSU38229	-2.0	2.0	0.93518857816944689	0.99938756942597395	-1
BSU15330	BSU02080	2.0	2.0	0.93427705031122443	0.99938756942597395	1
BSU15320	BSU18700	2.0	2.0	0.93547423329846702	0.99938069921120121	0
BSU32560	BSU32570	-2.0	2.0	0.93553208971471058	0.999379717751948	-1
BSU25100	BSU03350	-2.0	2.0	0.93231822398132436	0.99937579191493497	-1
BSU10560	BSU10530	2.0	2.0	0.93355901981127953	0.99937481045568166	1
BSU10420	BSU24700	2.0	2.0	0.93441551786494392	0.99936990315941543	1
BSU25760	BSU10940	2.0	2.0	0.93442117399710201	0.99936990315941543	1
BSU10420	BSU35470	2.0	2.0	0.93317361555886613	0.99936597732240251	1
BSU34180	BSU34040	-2.0	2.0	0.93304263864963044	0.9993649958631492	-1
BSU27520	BSU29280	-2.0	2.0	0.93084552334051496	0.99936205148538948	-1
BSU24100	BSU24060	2.0	2.0	0.93324096817404745	0.99936008856688296	1
BSU16170	BSU12930	-2.0	2.0	0.93333154136981422	0.99935910710762976	-1
BSU25760	BSU14569	2.0	2.0	0.93276886445060359	0.99935714418912325	0
BSU08340	BSU34410	-2.0	2.0	0.93190362573791452	0.99935616272987005	-1
BSU15320	BSU06890	2.0	2.0	0.93249039619412399	0.99935223689285702	1
BSU00470	BSU06480	-2.0	2.0	0.93222878610133242	0.9993492925150973	-1
BSU15320	BSU24370	2.0	2.0	0.93005033689920003	0.99934634813733758	1
BSU15320	BSU19280	2.0	2.0	0.93195628448362555	0.99934340375957786	0
BSU23450	BSU22860	2.0	2.0	0.92951440806578756	0.99934144084107135	1
BSU25760	BSU10930	2.0	2.0	0.93189356302632209	0.99934144084107135	1
BSU33520	BSU03950	-2.0	2.0	0.93066833451474595	0.99933751500405832	-1
BSU25760	BSU39580	2.0	2.0	0.93179402388589194	0.99932966333003237	1
BSU12560	BSU12790	2.0	2.0	0.92925380081261544	0.99932671895227265	0
BSU15320	BSU28110	2.0	2.0	0.9307563591829664	0.99932475603376614	1
BSU15330	BSU27470	2.0	2.0	0.92863645569179498	0.99932377457451282	1
BSU15330	BSU33340	2.0	2.0	0.93050943518417495	0.99932377457451282	1
BSU12560	BSU12730	2.0	2.0	0.92925640486346395	0.99932279311525962	0
BSU25760	BSU36040	2.0	2.0	0.92714572435852949	0.99931101560422064	1
BSU33950	BSU33910	-2.0	2.0	0.92795998662031698	0.99930905268571413	-1
BSU24250	BSU37770	2.0	2.0	0.92866378466197408	0.99930905268571413	1
BSU29400	BSU29370	2.0	2.0	0.92659342911091991	0.99930610830795441	1
BSU25760	BSU19790	2.0	2.0	0.92908116824322051	0.99930316393019469	1
BSU15330	BSU27680	2.0	2.0	0.9269902083947219	0.99930218247094149	0
BSU16470	BSU07360	2.0	2.0	0.92971154736129202	0.99930120101168818	1
BSU37310	BSU37290	2.0	2.0	0.92811534229920389	0.99929923809318166	1
BSU15320	BSU19270	2.0	2.0	0.92910285362988354	0.99929727517467526	0
BSU39430	BSU39410	-2.0	2.0	0.92885494506048505	0.99929334933766223	-1
BSU34170	BSU34140	-2.0	2.0	0.9277749411114431	0.99928353474512976	-1
BSU16170	BSU12950	-2.0	2.0	0.92485226321077196	0.99927862744886353	-1
BSU13920	BSU13930	-2.0	2.0	0.92668641250704642	0.99927568307110382	-1
BSU15330	BSU27468	2.0	2.0	0.92668981943855799	0.9992747016118505	0
BSU10560	BSU10520	2.0	2.0	0.92238077853657807	0.9992737201525973	1
BSU02740	BSU02750	2.0	2.0	0.92610410261763598	0.9992737201525973	1
BSU25760	BSU09958	2.0	2.0	0.92527314518528203	0.99927077577483758	1
BSU23520	BSU33290	-2.0	2.0	0.92621458415394553	0.99927077577483758	-1
BSU15320	BSU36430	2.0	2.0	0.92579820631354104	0.99926881285633107	1
